tag,n,m,cap_factor,corr,seed,brd_found_pne,brd_alpha,brd_time,initial_pne_welfare,gzr_status,gzr_mip_gap,gzr_obj_bound,gzr_cuts,gzr_br_calls,gzr_time,gzr_obj_val,gzr_first_pne_time,best_pne_welfare,so_status,so_welfare,so_time,pos
n3_m30_cf0.2_corrweakly_correlated,3,30,0.2,weakly_correlated,67438,True,1.0,0.058485984802246,10403.0,OPTIMAL,9.500285008550256e-05,10527.0,2,18,1.1988444328308103,10526.0,0.1064040660858152,10526.0,OPTIMAL,10526.0,2.28262996673584,1.0
n3_m30_cf0.5_corrstrongly_correlated,3,30,0.5,strongly_correlated,71474,True,1.0,0.1855907440185547,28369.0,OPTIMAL,6.871435442864014e-05,29108.0,23,57,12.618385076522827,29106.0,0.2395789623260498,29106.0,OPTIMAL,29106.0,6.367505073547363,1.0
n3_m30_cf0.5_corruncorrelated,3,30,0.5,uncorrelated,69456,True,1.0,0.032891035079956,30344.0,OPTIMAL,0.0,33196.0,7,18,0.2836923599243164,33196.0,0.064340591430664,33196.0,OPTIMAL,33196.0,0.2029700279235839,1.0
n3_m30_cf0.5_corrweakly_correlated,3,30,0.5,weakly_correlated,70465,True,1.0,0.0419600009918212,25401.0,OPTIMAL,0.0,25593.0,11,33,3.5524280071258545,25593.0,0.0894768238067626,25593.0,OPTIMAL,25593.0,4.818309545516968,1.0
n3_m50_cf0.2_corrstrongly_correlated,3,50,0.2,strongly_correlated,74501,True,1.0,1.627784252166748,22253.0,OPTIMAL,0.0,22450.0,2,9,3.011030912399292,22450.0,2.373629570007324,22450.0,OPTIMAL,22450.0,0.5406625270843506,1.0
n3_m50_cf0.2_corruncorrelated,3,50,0.2,uncorrelated,72483,True,1.0,0.0495901107788085,36994.0,OPTIMAL,0.0,38867.0,5,12,0.2518625259399414,38867.0,0.0811364650726317,38867.0,OPTIMAL,38867.0,0.3089663982391357,1.0
n3_m50_cf0.2_corrweakly_correlated,3,50,0.2,weakly_correlated,73492,True,1.0,0.0299203395843505,17165.0,OPTIMAL,5.812263876780006e-05,17206.0,1,9,0.6728110313415527,17205.0,0.0456562042236327,17205.0,OPTIMAL,17205.0,0.8887925148010254,1.0
n3_m50_cf0.5_corrstrongly_correlated,3,50,0.5,strongly_correlated,77528,True,1.0,0.600123405456543,42451.0,OPTIMAL,6.694336591227571e-05,44816.99999999999,37,90,26.40575170516968,44814.0,0.6666684150695801,44814.0,OPTIMAL,44813.0,12.210053205490112,0.999977685544696
n3_m50_cf0.5_corruncorrelated,3,50,0.5,uncorrelated,75510,True,1.0,0.2368073463439941,51946.0,OPTIMAL,0.0,55811.0,23,48,2.7667696475982666,55811.0,0.3171241283416747,55811.0,OPTIMAL,55811.0,0.8132224082946777,1.0
n3_m50_cf0.5_corrweakly_correlated,3,50,0.5,weakly_correlated,76519,True,1.0,1.670912742614746,39521.0,OPTIMAL,9.967853671908097e-05,40133.0,18,30,6.530949354171753,40129.0,2.430663585662842,40129.0,OPTIMAL,40129.0,2.454983949661255,1.0
n5_m30_cf0.2_corrstrongly_correlated,5,30,0.2,strongly_correlated,80555,True,1.0,0.060124397277832,20050.0,OPTIMAL,0.0,20449.0,65,225,16.960246801376343,20449.0,0.0920703411102294,20449.0,OPTIMAL,20449.0,10.039136171340942,1.0
n5_m30_cf0.2_corruncorrelated,5,30,0.2,uncorrelated,78537,True,1.0,0.0580132007598876,32838.0,OPTIMAL,2.9824038174768865e-05,33531.0,10,35,1.0643997192382812,33530.0,0.0900418758392333,33530.0,OPTIMAL,33530.0,1.0057778358459473,1.0
n5_m30_cf0.2_corrweakly_correlated,5,30,0.2,weakly_correlated,79546,True,1.0,0.0630614757537841,18703.0,OPTIMAL,0.0,18768.0,3,25,1.4341859817504885,18768.0,0.1038055419921873,18768.0,OPTIMAL,18768.0,3.738303899765015,1.0
n5_m30_cf0.5_corrstrongly_correlated,5,30,0.5,strongly_correlated,83582,True,1.0,0.0898547172546386,48931.0,OPTIMAL,8.090778535164547e-05,49443.0,37,165,143.68483781814575,49439.0,0.1409082412719725,49439.0,OPTIMAL,49439.0,59.12686324119568,1.0
n5_m30_cf0.5_corruncorrelated,5,30,0.5,uncorrelated,81564,True,1.0,0.1036221981048584,46221.0,OPTIMAL,0.0,50432.0,10,60,1.1213064193725586,50432.0,0.1540322303771972,50432.0,OPTIMAL,50432.0,0.444354772567749,1.0
n5_m30_cf0.5_corrweakly_correlated,5,30,0.5,weakly_correlated,82573,True,1.0,0.1501326560974121,40146.0,OPTIMAL,7.184940364994971e-05,41757.0,41,100,2.6419386863708496,41754.0,0.2132751941680908,41754.0,OPTIMAL,41754.0,4.978705167770386,1.0
n5_m50_cf0.2_corrstrongly_correlated,5,50,0.2,strongly_correlated,86609,True,1.0,0.5761983394622803,32952.0,OPTIMAL,0.0,33636.0,84,200,14.635018110275269,33636.0,0.7292220592498779,33636.0,OPTIMAL,33636.0,2.99353575706482,1.0
n5_m50_cf0.2_corruncorrelated,5,50,0.2,uncorrelated,84591,True,1.0,0.0628070831298828,59474.0,OPTIMAL,9.6736747065652e-05,62030.0,13,30,0.5642881393432617,62024.0,0.0850636959075926,62024.0,OPTIMAL,62024.0,1.053617238998413,1.0
n5_m50_cf0.2_corrweakly_correlated,5,50,0.2,weakly_correlated,85600,True,1.0,0.2703084945678711,28913.0,OPTIMAL,6.850253459377997e-05,29198.0,19,70,3.841941595077514,29196.0,0.3867380619049072,29196.0,OPTIMAL,29196.0,3.7898154258728014,1.0
n5_m50_cf0.5_corrstrongly_correlated,5,50,0.5,strongly_correlated,89636,True,1.0,1.0134119987487793,73560.0,TIME_LIMIT,0.0002689342519785,78107.0,74,180,600.0311255455017,78086.0,1.3447096347808838,78086.0,TIME_LIMIT,78093.0,600.0365374088287,1.0000896447506595
n5_m50_cf0.5_corruncorrelated,5,50,0.5,uncorrelated,87618,True,1.0,0.4301009178161621,80947.0,OPTIMAL,8.204791598293403e-05,85323.0,13,40,1.5068013668060305,85316.0,0.5037932395935059,85316.0,OPTIMAL,85316.0,0.8874258995056152,1.0
n5_m50_cf0.5_corrweakly_correlated,5,50,0.5,weakly_correlated,88627,True,1.0,0.4907317161560058,61324.0,OPTIMAL,0.0,65952.0,57,115,12.245211362838743,65952.0,0.615614891052246,65952.0,OPTIMAL,65952.0,4.921709537506104,1.0
n8_m30_cf0.2_corrstrongly_correlated,8,30,0.2,strongly_correlated,92663,True,1.0,0.0386762619018554,31597.0,OPTIMAL,1.9170540937248588e-14,32071.00000000061,19,88,2.139377355575561,32071.0,0.0545260906219481,32071.0,OPTIMAL,32071.0,2.1756832599639893,1.0
n8_m30_cf0.2_corruncorrelated,8,30,0.2,uncorrelated,90645,True,1.0,0.0918068885803222,57158.0,OPTIMAL,8.340840089413806e-05,59951.0,21,96,0.59368896484375,59946.0,0.1259155273437499,59946.0,OPTIMAL,59946.0,0.4355263710021972,1.0
n8_m30_cf0.2_corrweakly_correlated,8,30,0.2,weakly_correlated,91654,True,1.0,0.0478668212890625,28168.0,OPTIMAL,0.0,28225.000000000004,3,40,0.5044689178466797,28225.0,0.0797395706176757,28225.0,OPTIMAL,28225.0,0.9910991191864014,1.0
n8_m30_cf0.5_corrstrongly_correlated,8,30,0.5,strongly_correlated,95690,True,1.0,0.2627289295196533,66805.0,OPTIMAL,9.711970697576792e-05,72082.99999999999,41,368,139.78741693496704,72076.0,0.3067240715026855,72076.0,TIME_LIMIT,72066.0,600.0069143772125,0.9998612575614628
n8_m30_cf0.5_corruncorrelated,8,30,0.5,uncorrelated,93672,True,1.0,0.0439610481262207,82248.0,OPTIMAL,8.78860118426401e-05,91035.0,26,112,0.8333055973052979,91027.0,0.1051452159881591,91027.0,OPTIMAL,91027.0,0.3952212333679199,1.0
n8_m30_cf0.5_corrweakly_correlated,8,30,0.5,weakly_correlated,94681,True,1.0,0.0496013164520263,59913.0,OPTIMAL,4.823461315840247e-05,62199.0,38,152,1.7359249591827393,62196.0,0.1181521415710448,62196.0,OPTIMAL,62196.0,1.0198016166687012,1.0
n8_m50_cf0.2_corrstrongly_correlated,8,50,0.2,strongly_correlated,98717,True,1.0,0.1872925758361816,54147.0,OPTIMAL,1.820498816675769e-05,54931.0,132,480,32.234665870666504,54930.0,0.3348026275634765,54930.0,OPTIMAL,54930.0,15.36989402770996,1.0
n8_m50_cf0.2_corruncorrelated,8,50,0.2,uncorrelated,96699,True,1.0,0.0786826610565185,91942.0,OPTIMAL,7.461652436229521e-05,93820.0,15,80,1.0920350551605225,93813.0,0.1185903549194335,93813.0,OPTIMAL,93813.0,1.6450490951538086,1.0
n8_m50_cf0.2_corrweakly_correlated,8,50,0.2,weakly_correlated,97708,True,1.0,0.1604359149932861,49234.0,OPTIMAL,6.052536012589275e-05,49569.0,14,96,5.89635968208313,49566.0,0.2354085445404052,49566.0,OPTIMAL,49566.0,5.448087692260742,1.0
n8_m50_cf0.5_corrstrongly_correlated,8,50,0.5,strongly_correlated,101744,True,1.0,0.6719515323638916,113510.0,TIME_LIMIT,0.0001833073647896,120038.99999999996,139,424,600.0413808822632,120017.0,0.894723653793335,120017.0,OPTIMAL,120032.0,37.350908041000366,1.000124982294175
n8_m50_cf0.5_corruncorrelated,8,50,0.5,uncorrelated,99726,True,1.0,0.4329047203063965,135829.0,OPTIMAL,0.0,145923.0,13,56,1.5812246799468994,145923.0,0.542637825012207,145923.0,OPTIMAL,145923.0,0.3986308574676513,1.0
n8_m50_cf0.5_corrweakly_correlated,8,50,0.5,weakly_correlated,100735,True,1.0,0.6254336833953857,102423.0,OPTIMAL,3.814318953350879e-05,104872.0,478,1424,60.05294585227966,104868.0,0.9563999176025392,104868.0,OPTIMAL,104868.0,4.883950471878052,1.0
n10_m30_cf0.2_corrstrongly_correlated,10,30,0.2,strongly_correlated,104771,True,1.0,0.050215721130371,40141.0,OPTIMAL,0.0,40856.99999999998,40,330,8.672800540924072,40857.0,0.0814933776855467,40857.0,OPTIMAL,40857.0,7.992351770401001,1.0
n10_m30_cf0.2_corruncorrelated,10,30,0.2,uncorrelated,102753,True,1.0,0.0941250324249267,67011.0,OPTIMAL,0.0,69504.0,13,130,0.6791040897369385,69504.0,0.1258752346038817,69504.0,OPTIMAL,69504.0,0.3950033187866211,1.0
n10_m30_cf0.2_corrweakly_correlated,10,30,0.2,weakly_correlated,103762,True,1.0,0.0547270774841308,34302.0,OPTIMAL,2.8915941358470924e-05,34584.0,7,140,2.43404221534729,34583.0,0.0821678638458251,34583.0,OPTIMAL,34583.0,3.0460097789764404,1.0
n10_m30_cf0.5_corrstrongly_correlated,10,30,0.5,strongly_correlated,107798,True,1.0,0.1173987388610839,84270.0,TIME_LIMIT,0.0001891726478601,89881.99999999996,60,440,600.0406980514526,89865.0,0.1685106754302976,89865.0,TIME_LIMIT,89866.0,600.0023422241211,1.0000111278028154
n10_m30_cf0.5_corruncorrelated,10,30,0.5,uncorrelated,105780,True,1.0,0.1104674339294433,88139.0,OPTIMAL,0.0,102177.0,11,100,0.5366194248199463,102177.0,0.1411654949188231,102177.0,OPTIMAL,102177.0,0.1264445781707763,1.0
n10_m30_cf0.5_corrweakly_correlated,10,30,0.5,weakly_correlated,106789,True,1.0,0.0633084774017334,71221.0,OPTIMAL,7.247164546871037e-05,82797.0,121,360,2.958538770675659,82791.0,0.0950415134429931,82791.0,OPTIMAL,82791.0,2.2288429737091064,1.0
n10_m50_cf0.2_corrstrongly_correlated,10,50,0.2,strongly_correlated,110825,True,1.0,0.4050564765930176,68075.0,OPTIMAL,8.68017881168352e-05,69129.0,53,290,158.4554214477539,69123.0,0.5989227294921875,69123.0,OPTIMAL,69127.0,55.377115964889526,1.0000578678587446
n10_m50_cf0.2_corruncorrelated,10,50,0.2,uncorrelated,108807,True,1.0,0.0792546272277832,106591.0,OPTIMAL,9.896180074491246e-05,111165.0,47,200,2.0853259563446045,111154.0,0.1176111698150634,111154.0,OPTIMAL,111154.0,1.5629136562347412,1.0
n10_m50_cf0.2_corrweakly_correlated,10,50,0.2,weakly_correlated,109816,True,1.0,0.1294324398040771,60217.0,OPTIMAL,9.881260190049571e-05,60727.0,23,180,4.509690999984741,60721.0,0.2148389816284179,60721.0,OPTIMAL,60721.0,5.944565534591675,1.0
n10_m50_cf0.5_corrstrongly_correlated,10,50,0.5,strongly_correlated,113852,True,1.0,0.4357085227966308,140930.0,TIME_LIMIT,0.0001011582621008,158183.99999999997,82,500,600.0042970180511,158168.0,0.6378729343414307,158168.0,TIME_LIMIT,158157.0,600.0185072422028,0.9999304536948056
n10_m50_cf0.5_corruncorrelated,10,50,0.5,uncorrelated,111834,True,1.0,0.2350287437438964,145928.0,OPTIMAL,0.0,167319.0,40,200,2.663793563842773,167319.0,0.3210594654083251,167319.0,OPTIMAL,167319.0,0.4847323894500732,1.0
n10_m50_cf0.5_corrweakly_correlated,10,50,0.5,weakly_correlated,112843,True,1.0,0.9300045967102052,128640.0,OPTIMAL,8.233902720182044e-05,133605.0,696,2200,78.99084138870239,133594.0,1.2305588722229004,133594.0,OPTIMAL,133594.0,6.493591070175171,1.0
n15_m30_cf0.2_corrstrongly_correlated,15,30,0.2,strongly_correlated,116879,True,1.0,0.2653787136077881,61788.0,OPTIMAL,1.598797704126497e-05,62548.0,20,315,11.92902135848999,62547.0,0.3450603485107422,62547.0,OPTIMAL,62547.0,11.514385223388672,1.0
n15_m30_cf0.2_corruncorrelated,15,30,0.2,uncorrelated,114861,True,1.0,0.185831069946289,98477.0,OPTIMAL,1.89118142103372e-05,105756.0,21,105,1.1957368850708008,105754.0,0.3114759922027587,105754.0,OPTIMAL,105754.0,1.5161981582641602,1.0
n15_m30_cf0.2_corrweakly_correlated,15,30,0.2,weakly_correlated,115870,True,1.0,0.2809052467346191,54265.0,OPTIMAL,9.153485647334504e-05,54629.0,5,150,3.9296889305114746,54624.0,0.3754999637603758,54624.0,OPTIMAL,54624.0,7.134638547897339,1.0
n15_m30_cf0.5_corrstrongly_correlated,15,30,0.5,strongly_correlated,119906,True,1.0,0.6977815628051758,117274.0,TIME_LIMIT,0.000353037223362,136010.99999999997,24,660,600.0236301422119,135963.0,0.7897763252258301,135963.0,TIME_LIMIT,135975.0,600.0288593769073,1.0000882593058409
n15_m30_cf0.5_corruncorrelated,15,30,0.5,uncorrelated,117888,True,1.0,0.3354392051696777,162473.0,OPTIMAL,9.452298385429282e-05,169287.0,17,120,1.563056230545044,169271.0,0.491248846054077,169271.0,OPTIMAL,169283.0,1.3877112865447998,1.0000708922378907
n15_m30_cf0.5_corrweakly_correlated,15,30,0.5,weakly_correlated,118897,True,1.0,0.187051773071289,107986.0,OPTIMAL,7.515657620041754e-05,119759.0,151,825,22.2833833694458,119750.0,0.271839141845703,119750.0,OPTIMAL,119750.0,16.985963106155396,1.0
n15_m50_cf0.2_corrstrongly_correlated,15,50,0.2,strongly_correlated,122933,True,1.0,0.5541424751281738,102285.0,TIME_LIMIT,0.0003173748292908,104011.0,391,1980,600.0840473175049,103978.0,0.6331214904785156,103978.0,OPTIMAL,103993.0,236.8178443908692,1.0001442612860412
n15_m50_cf0.2_corruncorrelated,15,50,0.2,uncorrelated,120915,True,1.0,0.2086153030395507,172314.0,OPTIMAL,0.0,181804.00000000003,25,135,1.628361463546753,181804.0,0.2972536087036131,181804.0,OPTIMAL,181804.0,2.688398122787476,1.0
n15_m50_cf0.2_corrweakly_correlated,15,50,0.2,weakly_correlated,121924,True,1.0,0.2181391716003418,88342.0,OPTIMAL,7.883060429288948e-05,88805.0,12,285,18.473711729049683,88798.0,0.2950317859649658,88798.0,OPTIMAL,88798.0,14.922094583511353,1.0
n15_m50_cf0.5_corrstrongly_correlated,15,50,0.5,strongly_correlated,125960,True,1.0,1.362853765487671,206398.0,TIME_LIMIT,0.0001200902010839,224857.9999999999,47,720,600.0575675964355,224831.0,1.5089218616485596,224831.0,TIME_LIMIT,224833.0,600.0065987110138,1.0000088955704507
n15_m50_cf0.5_corruncorrelated,15,50,0.5,uncorrelated,123942,True,1.0,0.6245274543762207,250507.0,OPTIMAL,3.197862406640184e-05,281447.0,31,315,4.932551860809326,281438.0,0.8221681118011475,281438.0,OPTIMAL,281438.0,1.8308570384979248,1.0
n15_m50_cf0.5_corrweakly_correlated,15,50,0.5,weakly_correlated,124951,True,1.0,1.816992282867432,201319.0,OPTIMAL,8.346425765907306e-05,203697.0,310,1245,101.52395272254944,203680.0,2.5770614147186284,203680.0,OPTIMAL,203680.0,20.775395393371586,1.0
n20_m30_cf0.2_corrstrongly_correlated,20,30,0.2,strongly_correlated,128987,True,1.0,0.2305638790130615,84434.0,OPTIMAL,8.195089970380603e-05,85424.0,28,440,13.552313327789308,85417.0,0.316014289855957,85417.0,OPTIMAL,85417.0,7.520035743713379,1.0
n20_m30_cf0.2_corruncorrelated,20,30,0.2,uncorrelated,126969,True,1.0,0.2753567695617676,134348.0,OPTIMAL,9.17976489236814e-05,140712.91592920356,18,240,2.143721342086792,140700.0,0.3760719299316405,140700.0,OPTIMAL,140700.0,1.8568291664123533,1.0
n20_m30_cf0.2_corrweakly_correlated,20,30,0.2,weakly_correlated,127978,True,1.0,0.2490663528442382,71769.0,OPTIMAL,8.279994747893993e-05,72338.989168601,14,160,3.271076440811157,72333.0,0.4003450870513915,72333.0,OPTIMAL,72333.0,6.921491384506226,1.0
n20_m30_cf0.5_corrstrongly_correlated,20,30,0.5,strongly_correlated,132014,True,1.0,0.2623906135559082,152027.0,TIME_LIMIT,0.0003414717432125,175769.99999999988,55,1160,600.0740010738373,175710.0,0.4230291843414306,175710.0,TIME_LIMIT,175705.0,600.0176949501038,0.9999715440213988
n20_m30_cf0.5_corruncorrelated,20,30,0.5,uncorrelated,129996,True,1.0,0.2813053131103515,189430.0,OPTIMAL,2.663787887636518e-05,217335.7892102162,11,80,1.0189249515533447,217330.0,0.4490220546722411,217330.0,OPTIMAL,217330.0,0.5644705295562744,1.0
n20_m30_cf0.5_corrweakly_correlated,20,30,0.5,weakly_correlated,131005,True,1.0,0.2402858734130859,156430.0,OPTIMAL,7.471049682480388e-05,160632.0,356,2100,50.57274174690247,160620.0,0.3402507305145263,160620.0,OPTIMAL,160616.0,16.762431383132935,0.9999750965010584
n20_m50_cf0.2_corrstrongly_correlated,20,50,0.2,strongly_correlated,135041,True,1.0,2.073709487915039,140625.0,OPTIMAL,7.028295919371389e-05,142292.0,105,740,33.20614266395569,142282.0,2.8089678287506104,142282.0,OPTIMAL,142283.0,7.088292121887207,1.0000070282959197
n20_m50_cf0.2_corruncorrelated,20,50,0.2,uncorrelated,133023,True,1.0,0.2800245285034179,237675.0,OPTIMAL,0.0,245464.00000000003,51,540,6.483301877975464,245464.0,0.3913614749908446,245464.0,OPTIMAL,245450.0,4.136455774307251,0.9999429651598604
n20_m50_cf0.2_corrweakly_correlated,20,50,0.2,weakly_correlated,134032,True,1.0,0.3951029777526855,117882.0,OPTIMAL,9.274638921443809e-05,118614.0,46,560,43.18666863441467,118603.0,0.5969331264495848,118603.0,OPTIMAL,118598.0,28.246851682662964,0.999957842550357
