seed,n,m,w,u,regular,brd_found_pne,brd_alpha,brd_time,zr_status,zr_gurobi_status,zr_mip_gap,zr_obj_bound,zr_runtime,zr_time,zr_eis_added_total,zr_eis_added_symmetric,zr_eis_added_core,zr_first_pne_time,best_pne_cost,so_status,so_cost,so_time,pos
0,4,4,11,13,TRUE,TRUE,1,0.029002905,OPTIMAL,2,0,44,0.059723377,0.088726282,0,0,0,0.038012981,44,OPTIMAL,44,0.14116931,1
0,4,4,11,14,TRUE,TRUE,1,0.054008007,OPTIMAL,2,0,44,0.061823606,0.115831614,0,0,0,0.065006256,44,OPTIMAL,44,0.090310574,1
0,4,4,12,12,TRUE,TRUE,1,0.019003391,OPTIMAL,2,0,48,0.057492256,0.076495647,0,0,0,0.030002594,48,OPTIMAL,48,0.030505657,1
0,4,4,12,13,TRUE,TRUE,1,0.055998802,OPTIMAL,2,0,48,0.060133934,0.116132736,0,0,0,0.065004349,48,OPTIMAL,48,0.094101667,1
0,4,4,12,14,TRUE,TRUE,1,0.044990063,OPTIMAL,2,0,48,0.072568655,0.117558718,0,0,0,0.055990458,48,OPTIMAL,48,0.102522373,1
0,4,4,12,15,TRUE,TRUE,1,0.031163216,OPTIMAL,2,0,48,0.062004328,0.093167543,0,0,0,0.040163279,48,OPTIMAL,48,0.092805862,1
0,4,4,13,13,TRUE,TRUE,1,0.00899601,OPTIMAL,2,0,52,0.051510334,0.060506344,0,0,0,0.01799655,52,OPTIMAL,52,0.032520294,1
0,4,4,13,14,TRUE,TRUE,1,0.042997122,OPTIMAL,2,0,52,0.065683365,0.108680487,0,0,0,0.050997019,52,OPTIMAL,52,0.085843563,1
0,4,4,13,15,TRUE,TRUE,1,0.021514177,OPTIMAL,2,0,52,0.063002586,0.084516764,0,0,0,0.029516459,52,OPTIMAL,52,0.532622576,1
0,4,4,13,16,TRUE,TRUE,1,0.039515495,OPTIMAL,2,0,52,0.07151103,0.111026525,0,0,0,0.051515818,52,OPTIMAL,52,0.375655413,1
0,4,4,14,14,TRUE,TRUE,1,0.010993719,OPTIMAL,2,0,56,0.110855818,0.121849537,0,0,0,0.019993544,56,OPTIMAL,56,0.037496805,1
0,4,4,14,15,TRUE,TRUE,1,0.077024698,OPTIMAL,2,0,56,0.090508938,0.167533636,0,0,0,0.089021921,56,OPTIMAL,56,0.090193987,1
0,4,4,14,16,TRUE,TRUE,1,0.036092997,OPTIMAL,2,0,56,0.071000099,0.107093096,0,0,0,0.045093536,56,OPTIMAL,56,0.101505518,1
0,4,4,14,17,TRUE,TRUE,1,0.048000813,OPTIMAL,2,0,56,0.072003603,0.120004416,0,0,0,0.057000875,56,OPTIMAL,56,0.531805515,1
0,4,4,15,15,TRUE,TRUE,1,0.013004541,OPTIMAL,2,0,60,0.057997465,0.071002007,0,0,0,0.022001982,60,OPTIMAL,60,0.037499666,1
0,4,4,15,16,TRUE,TRUE,1,0.032999516,OPTIMAL,2,0,60,0.070511103,0.103510618,0,0,0,0.041510582,60,OPTIMAL,60,0.110077143,1
0,4,4,15,17,TRUE,TRUE,1,0.026998758,OPTIMAL,2,0,60,0.085946798,0.112945557,0,0,0,0.037508011,60,OPTIMAL,60,0.11017704,1
0,4,4,15,18,TRUE,TRUE,1,0.054000139,OPTIMAL,2,0,60,0.087426186,0.141426325,0,0,0,0.06400013,60,OPTIMAL,60,0.676141739,1
0,4,5,5,4,TRUE,TRUE,1,0.007860661,OPTIMAL,2,0,25,0.018003225,0.025863886,0,0,0,0.016867638,25,OPTIMAL,25,0.014509201,1
0,4,5,6,5,TRUE,TRUE,1,0.060005188,OPTIMAL,2,0,30,0.024998426,0.085003614,0,0,0,0.068102837,30,OPTIMAL,30,0.036000967,1
0,4,5,7,6,TRUE,TRUE,1,0.034899712,OPTIMAL,2,0,35,0.045535326,0.080435038,0,0,0,0.044909954,35,OPTIMAL,35,0.048565865,1
0,4,5,8,7,TRUE,TRUE,1,0.066997528,OPTIMAL,2,0,40,0.161530972,0.2285285,0,0,0,0.092996836,40,OPTIMAL,40,0.100504637,1
0,4,5,9,8,TRUE,TRUE,1,0.054907322,OPTIMAL,2,0,45,0.207531452,0.262438774,0,0,0,0.081422091,45,OPTIMAL,45,0.173710108,1
0,4,5,10,8,TRUE,TRUE,1,0.011047125,OPTIMAL,2,0,50,0.0259974,0.037044525,0,0,0,0.019046307,50,OPTIMAL,50,0.045702457,1
0,4,5,10,9,TRUE,TRUE,1,0.129561424,OPTIMAL,2,1.00E-07,49.999995,0.077515364,0.207076788,0,0,0,0.139559984,50,OPTIMAL,50,0.082213402,1
0,4,5,11,9,TRUE,TRUE,1,0.087615967,OPTIMAL,2,0,55,0.055360556,0.142976522,0,0,0,0.095588446,55,OPTIMAL,55,0.054003477,1
