file,n,m,cap_factor,corr,replication,threads,br_threads,find_status,find_found,find_time,find_cuts,find_br_calls,find_first_pne_time
2-15-2-weakcorr-6.txt,2,15,0.2,weakly_correlated,6,1,1,FEASIBLE,True,0.0285186767578125,13,16,0.0285186767578125
2-15-2-weakcorr-7.txt,2,15,0.2,weakly_correlated,7,1,1,FEASIBLE,True,0.03199625015258789,12,16,0.03199625015258789
2-15-2-weakcorr-8.txt,2,15,0.2,weakly_correlated,8,1,1,FEASIBLE,True,0.025001049041748047,12,14,0.025001049041748047
2-15-2-weakcorr-9.txt,2,15,0.2,weakly_correlated,9,1,1,FEASIBLE,True,0.028526782989501953,14,16,0.028526782989501953
2-15-5-strongcorr-0.txt,2,15,0.5,strongly_correlated,0,1,1,FEASIBLE,True,0.031001806259155273,14,18,0.031001806259155273
2-15-5-strongcorr-1.txt,2,15,0.5,strongly_correlated,1,1,1,FEASIBLE,True,0.034999847412109375,16,20,0.034999847412109375
2-15-5-strongcorr-2.txt,2,15,0.5,strongly_correlated,2,1,1,FEASIBLE,True,0.022009611129760742,10,12,0.022009611129760742
2-15-5-strongcorr-3.txt,2,15,0.5,strongly_correlated,3,1,1,FEASIBLE,True,0.02564382553100586,11,14,0.02564382553100586
2-15-5-strongcorr-4.txt,2,15,0.5,strongly_correlated,4,1,1,FEASIBLE,True,0.028997182846069336,12,16,0.028997182846069336
2-15-5-strongcorr-5.txt,2,15,0.5,strongly_correlated,5,1,1,FEASIBLE,True,0.02417159080505371,11,14,0.02417159080505371
2-15-5-strongcorr-6.txt,2,15,0.5,strongly_correlated,6,1,1,FEASIBLE,True,0.024524688720703125,12,14,0.024524688720703125
2-15-5-strongcorr-7.txt,2,15,0.5,strongly_correlated,7,1,1,FEASIBLE,True,0.0540013313293457,25,28,0.0540013313293457
2-15-5-strongcorr-8.txt,2,15,0.5,strongly_correlated,8,1,1,FEASIBLE,True,0.023998260498046875,12,14,0.023998260498046875
2-15-5-strongcorr-9.txt,2,15,0.5,strongly_correlated,9,1,1,FEASIBLE,True,0.03452444076538086,17,20,0.03452444076538086
2-15-5-uncorr-0.txt,2,15,0.5,uncorrelated,0,1,1,FEASIBLE,True,0.023996591567993164,11,14,0.023996591567993164
2-15-5-uncorr-1.txt,2,15,0.5,uncorrelated,1,1,1,FEASIBLE,True,0.01999640464782715,10,12,0.01999640464782715
2-15-5-uncorr-2.txt,2,15,0.5,uncorrelated,2,1,1,FEASIBLE,True,0.02800774574279785,14,16,0.027007579803466797
2-15-5-uncorr-3.txt,2,15,0.5,uncorrelated,3,1,1,FEASIBLE,True,0.027516603469848633,14,16,0.027516603469848633
2-15-5-uncorr-4.txt,2,15,0.5,uncorrelated,4,1,1,FEASIBLE,True,0.027001380920410156,13,16,0.027001380920410156
2-15-5-uncorr-5.txt,2,15,0.5,uncorrelated,5,1,1,FEASIBLE,True,0.024000167846679688,11,14,0.023000001907348633
2-15-5-uncorr-6.txt,2,15,0.5,uncorrelated,6,1,1,FEASIBLE,True,0.021007537841796875,10,12,0.021007537841796875
2-15-5-uncorr-7.txt,2,15,0.5,uncorrelated,7,1,1,FEASIBLE,True,0.041520118713378906,18,24,0.041520118713378906
2-15-5-uncorr-8.txt,2,15,0.5,uncorrelated,8,1,1,FEASIBLE,True,0.029997587203979492,15,18,0.029997587203979492
2-15-5-uncorr-9.txt,2,15,0.5,uncorrelated,9,1,1,FEASIBLE,True,0.028007984161376953,14,16,0.028007984161376953
2-15-5-weakcorr-0.txt,2,15,0.5,weakly_correlated,0,1,1,FEASIBLE,True,0.023518085479736328,12,14,0.023518085479736328
2-15-5-weakcorr-1.txt,2,15,0.5,weakly_correlated,1,1,1,FEASIBLE,True,0.031000614166259766,15,18,0.031000614166259766
2-15-5-weakcorr-2.txt,2,15,0.5,weakly_correlated,2,1,1,FEASIBLE,True,0.0280001163482666,12,16,0.0280001163482666
2-15-5-weakcorr-3.txt,2,15,0.5,weakly_correlated,3,1,1,FEASIBLE,True,0.023522138595581055,12,14,0.023522138595581055
2-15-5-weakcorr-4.txt,2,15,0.5,weakly_correlated,4,1,1,FEASIBLE,True,0.020003080368041992,10,12,0.020003080368041992
2-15-5-weakcorr-5.txt,2,15,0.5,weakly_correlated,5,1,1,FEASIBLE,True,0.040003061294555664,18,22,0.03900337219238281
2-15-5-weakcorr-6.txt,2,15,0.5,weakly_correlated,6,1,1,FEASIBLE,True,0.02400803565979004,12,14,0.02400803565979004
2-15-5-weakcorr-7.txt,2,15,0.5,weakly_correlated,7,1,1,FEASIBLE,True,0.028636455535888672,14,16,0.027637004852294922
2-15-5-weakcorr-8.txt,2,15,0.5,weakly_correlated,8,1,1,FEASIBLE,True,0.02500009536743164,12,14,0.02500009536743164
2-15-5-weakcorr-9.txt,2,15,0.5,weakly_correlated,9,1,1,FEASIBLE,True,0.030998945236206055,14,18,0.0299985408782959
2-20-2-strongcorr-0.txt,2,20,0.2,strongly_correlated,0,1,1,FEASIBLE,True,0.024518489837646484,11,14,0.024518489837646484
2-20-2-strongcorr-1.txt,2,20,0.2,strongly_correlated,1,1,1,FEASIBLE,True,0.03699851036071777,15,20,0.03699851036071777
