seed,n,m,w_bar,u_bar,delta,regular,sum_w,sum_u,feasibility_repairs,brd_found_pne,brd_alpha,brd_time,zr_status,zr_gurobi_status,zr_mip_gap,zr_obj_bound,zr_runtime,zr_time,zr_eis_added_total,zr_eis_added_symmetric,zr_eis_added_core,zr_first_pne_time,best_pne_cost,so_status,so_cost,so_time,pos
0,4,3,14,20,0.2,FALSE,58,58,0,TRUE,1,0.008997202,OPTIMAL,2,0,56,0.040637016,0.049634218,0,0,0,0.017004013,56,OPTIMAL,56,0.023999691,1
0,4,3,14,21,0.2,FALSE,58,58,0,TRUE,1,0.009002686,OPTIMAL,2,0,59,0.042999744,0.05200243,0,0,0,0.018005133,59,OPTIMAL,59,0.023964643,1
0,4,3,14,22,0.2,FALSE,58,58,0,TRUE,1,0.00793314,OPTIMAL,2,0,62,0.039630413,0.047563553,0,0,0,0.015456676,62,OPTIMAL,62,0.024077892,1
0,4,3,15,20,0.2,FALSE,61,61,0,TRUE,1,0.008520603,OPTIMAL,2,0,56,0.044074059,0.052594662,0,0,0,0.017505646,56,OPTIMAL,56,0.025414705,1
0,4,3,15,21,0.2,FALSE,61,61,0,TRUE,1,0.007998466,OPTIMAL,2,0,59,0.04450655,0.052505016,0,0,0,0.016512394,59,OPTIMAL,59,0.025978565,1
0,4,3,15,22,0.2,FALSE,61,61,0,TRUE,1,0.007998705,OPTIMAL,2,0,62,0.04399991,0.051998615,0,0,0,0.017002344,62,OPTIMAL,62,0.0260005,1
0,4,3,15,23,0.2,FALSE,61,61,0,TRUE,1,0.006999493,OPTIMAL,2,0,65,0.045505047,0.052504539,0,0,0,0.014999866,65,OPTIMAL,65,0.025001287,1
0,4,4,4,4,0.2,TRUE,16,16,0,TRUE,1,0.006998301,OPTIMAL,2,0,16,0.01499939,0.02199769,0,0,0,0.01399827,16,OPTIMAL,16,0.012001514,1
0,4,4,4,5,0.2,FALSE,16,20,0,TRUE,1,0.018000364,OPTIMAL,2,0,12,0.014999628,0.032999992,0,0,0,0.027001381,12,OPTIMAL,12,0.014999866,1
0,4,4,5,5,0.2,FALSE,20,20,0,TRUE,1,0.006999016,OPTIMAL,2,0,21,0.014003992,0.021003008,0,0,0,0.014002323,21,OPTIMAL,21,0.013999701,1
0,4,4,5,6,0.2,FALSE,20,20,0,TRUE,1,0.006998777,OPTIMAL,2,0,25,0.013999224,0.020998001,0,0,0,0.013998747,25,OPTIMAL,25,0.013506889,1
