tag,graph_type,capacity_level,symmetry,n_players,n_nodes,n_edges,n_layers,n_width,seed,brd_found_pne,brd_time,brd_alpha,initial_pne_cost,gzr_status,gzr_mip_gap,gzr_obj_bound,gzr_cuts,gzr_br_calls,gzr_time,gzr_obj_val,gzr_first_pne_time,best_pne_cost,so_status,so_cost,so_time,pos
F_loose_asymmetric_n4_L8W10_s0,layered,loose,asymmetric,4,80,551,8,10,,True,0.348071813583374,1.0,59.0,OPTIMAL,0.0,55.9999998903921,3,24,29.80515956878662,55.99999901315224,0.9009835720062256,56.0,OPTIMAL,55.0,17.31588864326477,1.018181818181818
F_loose_asymmetric_n4_L8W3_s0,layered,loose,asymmetric,4,24,50,8,3,,True,0.069509744644165,1.0,94.0,OPTIMAL,0.0,77.0,0,12,0.6298775672912598,76.99999999999999,0.1520247459411621,77.0,OPTIMAL,77.0,0.6018276214599609,1.0
F_loose_asymmetric_n4_L8W5_s0,layered,loose,asymmetric,4,40,127,8,5,,True,0.1612696647644043,1.0000000000000002,123.0,OPTIMAL,2.8279137485815622e-09,91.99999973983194,0,12,3.823173999786377,92.0,0.321544885635376,92.0,OPTIMAL,92.0,2.424642324447632,1.0
F_loose_asymmetric_n4_L8W8_s0,layered,loose,asymmetric,4,64,339,8,8,,True,0.2798893451690674,1.0000000000000002,52.0,OPTIMAL,0.0,45.0,0,12,2.82262921333313,45.00000000000001,0.4929230213165283,45.0,OPTIMAL,45.0,2.5962140560150146,1.0
F_loose_asymmetric_n6_L10W10_s0,layered,loose,asymmetric,6,100,705,10,10,,True,0.6524090766906738,1.0000000000000002,62.0,OPTIMAL,0.0,52.00000000000001,1,24,102.07149410247804,52.0,1.6548941135406494,52.0,OPTIMAL,52.0,71.16276407241821,1.0
F_loose_asymmetric_n6_L10W3_s0,layered,loose,asymmetric,6,30,63,10,3,,True,0.1900727748870849,1.0,156.0,OPTIMAL,3.800408879849006e-11,119.99999988926564,2,36,8.262097597122192,119.99999989382614,0.3555920124053955,120.0,OPTIMAL,120.0,3.724320650100708,1.0
F_loose_asymmetric_n6_L10W5_s0,layered,loose,asymmetric,6,50,165,10,5,,True,0.2648003101348877,1.0,136.0,OPTIMAL,0.0,101.0,1,24,23.06576442718506,101.0,0.5309293270111084,101.0,OPTIMAL,101.0,11.840281009674072,1.0
F_loose_asymmetric_n6_L10W8_s0,layered,loose,asymmetric,6,80,445,10,8,,True,0.614910364151001,1.0000000000000002,79.0,OPTIMAL,0.0,76.0,0,24,213.1170048713684,76.0,1.4837558269500732,76.0,OPTIMAL,76.0,74.80127000808716,1.0
F_loose_asymmetric_n6_L3W10_s0,layered,loose,asymmetric,6,30,145,3,10,,True,0.1896383762359619,1.0,60.0,OPTIMAL,0.0,60.0,0,12,0.7441680431365967,60.0,0.4269206523895263,60.0,OPTIMAL,60.0,1.2426908016204834,1.0
F_loose_asymmetric_n6_L3W3_s0,layered,loose,asymmetric,6,9,12,3,3,,True,0.0389845371246337,1.0,89.0,OPTIMAL,0.0,89.0,2,18,0.1309926509857177,89.0,0.06998872756958,89.0,OPTIMAL,87.0,0.08194947242736816,1.0229885057471264
F_loose_asymmetric_n6_L3W5_s0,layered,loose,asymmetric,6,15,38,3,5,,True,0.0605931282043457,1.0,56.0,OPTIMAL,0.0,56.0,0,12,0.3060967922210693,56.0,0.1471250057220459,56.0,OPTIMAL,56.0,0.4232621192932129,1.0
F_loose_asymmetric_n6_L3W8_s0,layered,loose,asymmetric,6,24,94,3,8,,True,0.0665054321289062,1.0,62.0,OPTIMAL,0.0,62.0,0,12,0.4611051082611084,62.0,0.2150142192840576,62.0,OPTIMAL,62.0,0.9031901359558105,1.0
F_loose_asymmetric_n6_L5W10_s0,layered,loose,asymmetric,6,50,301,5,10,,True,0.417144775390625,1.0000000000000002,69.0,OPTIMAL,3.875067813683216e-05,68.99732620320854,0,12,5.082719326019287,68.99999999999999,0.9160528182983398,69.0,OPTIMAL,69.0,5.671473026275635,1.0
F_loose_asymmetric_n6_L5W3_s0,layered,loose,asymmetric,6,15,28,5,3,,True,0.0925285816192627,1.0,105.0,OPTIMAL,0.0,88.0,0,18,0.5279862880706787,88.0,0.1886196136474609,88.0,OPTIMAL,88.0,0.4418349266052246,1.0
F_loose_asymmetric_n6_L5W5_s0,layered,loose,asymmetric,6,25,73,5,5,,True,0.0887203216552734,1.0000000000000002,65.0,OPTIMAL,0.0,65.0,0,12,0.948845386505127,65.0,0.3055176734924316,65.0,OPTIMAL,65.0,0.9751579761505127,1.0
F_loose_asymmetric_n6_L5W8_s0,layered,loose,asymmetric,6,40,188,5,8,,True,0.246152639389038,1.0,70.0,OPTIMAL,1.5232975024739593e-08,61.99999905555555,1,24,5.141595363616943,62.0,0.586327075958252,62.0,OPTIMAL,61.0,3.6616382598876953,1.0163934426229508
F_loose_asymmetric_n6_L8W10_s0,layered,loose,asymmetric,6,80,551,8,10,,True,0.4242696762084961,1.0,53.0,OPTIMAL,0.0,52.0,1,24,240.17507576942444,52.0,1.370128870010376,52.0,OPTIMAL,51.0,161.14436197280884,1.0196078431372548
F_loose_asymmetric_n6_L8W3_s0,layered,loose,asymmetric,6,24,50,8,3,,True,0.1177039146423339,1.0,93.0,OPTIMAL,0.0,81.00000000000001,0,24,20.191080808639526,81.0,0.2662928104400635,81.0,OPTIMAL,81.0,9.816855430603027,1.0
F_loose_asymmetric_n6_L8W5_s0,layered,loose,asymmetric,6,40,127,8,5,,True,0.2331776618957519,1.0000000000000002,141.0,OPTIMAL,0.0,94.0,0,18,2.902501344680786,94.0,0.491631269454956,94.0,OPTIMAL,94.0,2.5215044021606445,1.0
F_loose_asymmetric_n6_L8W8_s0,layered,loose,asymmetric,6,64,339,8,8,,True,0.3450555801391601,1.0,92.0,OPTIMAL,0.0,67.00000000000003,14,84,54.011094093322754,67.0,0.7162396907806396,67.0,OPTIMAL,65.0,33.27502632141113,1.0307692307692307
F_loose_asymmetric_n8_L10W10_s0,layered,loose,asymmetric,8,100,705,10,10,,True,0.978175163269043,1.0000000000000002,71.0,OPTIMAL,0.0,62.99999999999999,0,24,206.41332030296329,62.99999999999999,2.5637850761413574,63.0,OPTIMAL,63.0,483.9801332950592,1.0
F_loose_asymmetric_n8_L10W3_s0,layered,loose,asymmetric,8,30,63,10,3,,True,0.1380200386047363,1.0,159.0,OPTIMAL,0.0,127.99999999999996,3,56,73.6470513343811,128.0,0.3762533664703369,128.0,OPTIMAL,125.0,43.83162021636963,1.024
F_loose_asymmetric_n8_L10W5_s0,layered,loose,asymmetric,8,50,165,10,5,,True,0.5429739952087402,1.0000000000000002,120.0,OPTIMAL,0.0,116.0,0,24,152.42596697807312,116.0,1.112645387649536,116.0,OPTIMAL,116.0,107.27016711235046,1.0
F_loose_asymmetric_n8_L10W8_s0,layered,loose,asymmetric,8,80,445,10,8,,True,0.68212890625,1.0000000000000002,106.0,TIME_LIMIT,0.1483624289093733,84.31211953797205,6,48,600.6012597084045,99.0,2.271159648895264,99.0,FEASIBLE,96.0,1207.4205367565155,1.03125
F_loose_asymmetric_n8_L3W10_s0,layered,loose,asymmetric,8,30,145,3,10,,True,0.1356003284454345,1.0,81.0,OPTIMAL,0.0,74.0,0,24,0.8139715194702148,74.0,0.4188795089721679,74.0,OPTIMAL,74.0,2.063372850418091,1.0
F_loose_asymmetric_n8_L3W3_s0,layered,loose,asymmetric,8,9,12,3,3,,True,0.060593843460083,1.0,101.0,OPTIMAL,0.0,89.0,0,24,0.2586886882781982,88.99999999999999,0.1169915199279785,89.0,OPTIMAL,89.0,0.2115492820739746,1.0
F_loose_asymmetric_n8_L3W5_s0,layered,loose,asymmetric,8,15,38,3,5,,True,0.0848286151885986,1.0,86.0,OPTIMAL,0.0,77.99999733135043,3,48,0.7602987289428711,77.99999731640784,0.2375979423522949,78.0,OPTIMAL,72.0,0.9009344577789307,1.0833333333333333
F_loose_asymmetric_n8_L3W8_s0,layered,loose,asymmetric,8,24,94,3,8,,True,0.1646056175231933,1.0,103.0,OPTIMAL,0.0,84.0,0,24,0.9792652130126952,84.0,0.5200817584991455,84.0,OPTIMAL,84.0,1.8605694770812988,1.0
F_loose_asymmetric_n8_L5W10_s0,layered,loose,asymmetric,8,50,301,5,10,,True,0.5073039531707764,1.0,84.0,OPTIMAL,0.0,73.0,0,24,8.2925124168396,73.0,1.310922622680664,73.0,OPTIMAL,73.0,12.528316497802734,1.0
F_loose_asymmetric_n8_L5W3_s0,layered,loose,asymmetric,8,15,28,5,3,,True,0.0845193862915039,1.0,79.0,OPTIMAL,0.0,79.0,0,16,0.758091926574707,79.0,0.2045369148254394,79.0,OPTIMAL,79.0,0.7151017189025879,1.0
F_loose_asymmetric_n8_L5W5_s0,layered,loose,asymmetric,8,25,73,5,5,,True,0.1150164604187011,1.0000000000000002,96.0,OPTIMAL,0.0,87.0,0,24,1.6507441997528076,87.0,0.3762156963348388,87.0,OPTIMAL,87.0,1.8481121063232422,1.0
F_loose_asymmetric_n8_L5W8_s0,layered,loose,asymmetric,8,40,188,5,8,,True,0.3362259864807129,1.0000000000000002,90.0,OPTIMAL,0.0,72.99999999999999,0,24,5.761030435562134,73.0,0.8208112716674805,73.0,OPTIMAL,73.0,6.417542457580566,1.0
F_loose_asymmetric_n8_L8W10_s0,layered,loose,asymmetric,8,80,551,8,10,,True,0.8351657390594482,1.0000000000000002,76.0,OPTIMAL,0.0,71.0,4,40,556.8130569458008,71.0,2.2759456634521484,71.0,OPTIMAL,70.0,269.76284289360046,1.0142857142857142
F_loose_asymmetric_n8_L8W3_s0,layered,loose,asymmetric,8,24,50,8,3,,True,0.1839039325714111,1.0000000000000002,69.0,OPTIMAL,0.0,69.0,0,16,1.7563045024871826,69.0,0.4529163837432861,69.0,OPTIMAL,69.0,1.5218758583068848,1.0
F_loose_asymmetric_n8_L8W5_s0,layered,loose,asymmetric,8,40,127,8,5,,True,0.2485222816467285,1.0,115.0,OPTIMAL,0.0,98.0,0,24,6.524998903274536,98.0,0.6948187351226807,98.0,OPTIMAL,98.0,6.3397486209869385,1.0
F_loose_asymmetric_n8_L8W8_s0,layered,loose,asymmetric,8,64,339,8,8,,True,0.6623580455780029,1.0000000000000002,75.0,OPTIMAL,0.0,71.00000000000001,0,24,18.452425241470337,71.00000000000001,1.5337278842926023,71.0,OPTIMAL,71.0,13.075212240219116,1.0
