tag,graph_type,capacity_level,symmetry,n_players,n_nodes,n_edges,n_layers,n_width,seed,brd_found_pne,brd_time,brd_alpha,initial_pne_cost,gzr_status,gzr_mip_gap,gzr_obj_bound,gzr_cuts,gzr_br_calls,gzr_time,gzr_obj_val,gzr_first_pne_time,best_pne_cost,so_status,so_cost,so_time,pos
F_loose_asymmetric_n6_L10W10_s0,layered,loose,asymmetric,6,100,705,10,10,,True,0.9288573265075684,1.0000000000000002,62.0,OPTIMAL,0.0,52.0,3,30,83.00415539741516,52.0,1.502185344696045,52.0,OPTIMAL,52.0,71.16276407241821,1.0
F_loose_asymmetric_n6_L10W3_s0,layered,loose,asymmetric,6,30,63,10,3,,True,0.1664512157440185,1.0,156.0,OPTIMAL,0.0,119.99999999999996,0,24,7.9719929695129395,120.0,0.2919843196868896,120.0,OPTIMAL,120.0,3.724320650100708,1.0
F_loose_asymmetric_n6_L10W5_s0,layered,loose,asymmetric,6,50,165,10,5,,True,0.2912266254425049,1.0,136.0,OPTIMAL,0.0,101.0,1,24,21.347811937332157,101.0,0.4757201671600342,101.0,OPTIMAL,101.0,11.840281009674072,1.0
F_loose_asymmetric_n6_L10W8_s0,layered,loose,asymmetric,6,80,445,10,8,,True,0.586383581161499,1.0000000000000002,79.0,OPTIMAL,0.0,76.0,2,30,59.85228109359741,76.0,1.0472660064697266,76.0,OPTIMAL,76.0,74.80127000808716,1.0
F_loose_asymmetric_n6_L3W10_s0,layered,loose,asymmetric,6,30,145,3,10,,True,0.1980276107788086,1.0,60.0,OPTIMAL,0.0,60.0,0,12,0.4818403720855713,60.0,0.3213362693786621,60.0,OPTIMAL,60.0,1.2426908016204834,1.0
F_loose_asymmetric_n6_L3W3_s0,layered,loose,asymmetric,6,9,12,3,3,,True,0.0578320026397705,1.0,89.0,OPTIMAL,0.0,89.0,2,18,0.1531448364257812,89.0,0.0870518684387207,89.0,OPTIMAL,87.0,0.08194947242736816,1.0229885057471264
F_loose_asymmetric_n6_L3W5_s0,layered,loose,asymmetric,6,15,38,3,5,,True,0.0580065250396728,1.0,56.0,OPTIMAL,0.0,56.0,0,12,0.333939790725708,56.0,0.1565425395965576,56.0,OPTIMAL,56.0,0.4232621192932129,1.0
F_loose_asymmetric_n6_L3W8_s0,layered,loose,asymmetric,6,24,94,3,8,,True,0.0795388221740722,1.0,62.0,OPTIMAL,0.0,62.0,0,12,0.3533909320831299,62.0,0.1751461029052734,62.0,OPTIMAL,62.0,0.9031901359558105,1.0
F_loose_asymmetric_n6_L5W10_s0,layered,loose,asymmetric,6,50,301,5,10,,True,0.414503812789917,1.0000000000000002,69.0,OPTIMAL,0.0,68.99999999999999,0,12,3.698780298233032,68.99999999999999,0.7728333473205566,69.0,OPTIMAL,69.0,5.671473026275635,1.0
F_loose_asymmetric_n6_L5W3_s0,layered,loose,asymmetric,6,15,28,5,3,,True,0.0965514183044433,1.0,105.0,OPTIMAL,0.0,88.0,0,18,0.4129166603088379,88.0,0.1631429195404052,88.0,OPTIMAL,88.0,0.4418349266052246,1.0
F_loose_asymmetric_n6_L5W5_s0,layered,loose,asymmetric,6,25,73,5,5,,True,0.1036932468414306,1.0000000000000002,65.0,OPTIMAL,0.0,65.0,0,12,0.7460663318634033,65.0,0.2251734733581543,65.0,OPTIMAL,65.0,0.9751579761505127,1.0
F_loose_asymmetric_n6_L5W8_s0,layered,loose,asymmetric,6,40,188,5,8,,True,0.2396113872528076,1.0,70.0,OPTIMAL,0.0,61.99999905555556,1,30,4.180614471435547,61.99999905555556,0.4378821849822998,62.0,OPTIMAL,61.0,3.6616382598876953,1.0163934426229508
F_loose_asymmetric_n6_L8W10_s0,layered,loose,asymmetric,6,80,551,8,10,,True,0.5636579990386963,1.0,53.0,OPTIMAL,0.0,51.99999999999997,1,24,188.00561594963077,52.0,1.062807321548462,52.0,OPTIMAL,51.0,161.14436197280884,1.0196078431372548
F_loose_asymmetric_n6_L8W3_s0,layered,loose,asymmetric,6,24,50,8,3,,True,0.1154558658599853,1.0,93.0,OPTIMAL,0.0,80.99999999999903,0,24,17.074569702148438,81.0,0.2257046699523925,81.0,OPTIMAL,81.0,9.816855430603027,1.0
F_loose_asymmetric_n6_L8W5_s0,layered,loose,asymmetric,6,40,127,8,5,,True,0.2243847846984863,1.0000000000000002,141.0,OPTIMAL,0.0,94.0,0,18,1.932976007461548,94.0,0.4115557670593261,94.0,OPTIMAL,94.0,2.5215044021606445,1.0
F_loose_asymmetric_n6_L8W8_s0,layered,loose,asymmetric,6,64,339,8,8,,True,0.4305517673492431,1.0,92.0,OPTIMAL,0.0,67.0,12,72,50.38707613945007,67.00000000000001,0.683995246887207,67.0,OPTIMAL,65.0,33.27502632141113,1.0307692307692307
F_loose_asymmetric_n8_L10W10_s0,layered,loose,asymmetric,8,100,705,10,10,,True,0.9298388957977296,1.0000000000000002,71.0,OPTIMAL,0.0,63.0,1,32,187.4224660396576,63.000000000000014,1.8926289081573489,63.0,OPTIMAL,63.0,483.9801332950592,1.0
F_loose_asymmetric_n8_L10W3_s0,layered,loose,asymmetric,8,30,63,10,3,,True,0.1501326560974121,1.0,159.0,OPTIMAL,0.0,128.00000000000003,4,64,50.5216863155365,128.0,0.3248913288116455,128.0,OPTIMAL,125.0,43.83162021636963,1.024
F_loose_asymmetric_n8_L10W5_s0,layered,loose,asymmetric,8,50,165,10,5,,True,0.4511723518371582,1.0000000000000002,120.0,OPTIMAL,0.0,115.99999999999962,0,24,203.9370472431183,116.0,0.7073578834533691,116.0,OPTIMAL,116.0,107.27016711235046,1.0
F_loose_asymmetric_n8_L10W8_s0,layered,loose,asymmetric,8,80,445,10,8,,True,0.6938118934631348,1.0000000000000002,106.0,TIME_LIMIT,0.1484975878694892,84.29873880092057,9,48,600.6071183681488,99.0,1.430978775024414,99.0,FEASIBLE,96.0,1207.4205367565155,1.03125
F_loose_asymmetric_n8_L3W10_s0,layered,loose,asymmetric,8,30,145,3,10,,True,0.1730408668518066,1.0,81.0,OPTIMAL,0.0,74.0,0,24,0.8186135292053223,74.0,0.4202189445495605,74.0,OPTIMAL,74.0,2.063372850418091,1.0
F_loose_asymmetric_n8_L3W3_s0,layered,loose,asymmetric,8,9,12,3,3,,True,0.082585334777832,1.0,101.0,OPTIMAL,0.0,89.0,0,24,0.3043603897094726,88.99999999999999,0.1441190242767334,89.0,OPTIMAL,89.0,0.2115492820739746,1.0
F_loose_asymmetric_n8_L3W5_s0,layered,loose,asymmetric,8,15,38,3,5,,True,0.1044964790344238,1.0,86.0,OPTIMAL,0.0,77.99999570833333,3,48,0.8832175731658936,77.99999570833333,0.2428719997406005,78.0,OPTIMAL,72.0,0.9009344577789307,1.0833333333333333
F_loose_asymmetric_n8_L3W8_s0,layered,loose,asymmetric,8,24,94,3,8,,True,0.1634066104888916,1.0,103.0,OPTIMAL,0.0,84.0,0,24,0.680117130279541,84.0,0.3266124725341797,84.0,OPTIMAL,84.0,1.8605694770812988,1.0
F_loose_asymmetric_n8_L5W10_s0,layered,loose,asymmetric,8,50,301,5,10,,True,0.5664577484130859,1.0,84.0,OPTIMAL,0.0,73.00000000000001,0,24,9.223013162612917,73.0,1.010155200958252,73.0,OPTIMAL,73.0,12.528316497802734,1.0
F_loose_asymmetric_n8_L5W3_s0,layered,loose,asymmetric,8,15,28,5,3,,True,0.081998586654663,1.0,79.0,OPTIMAL,0.0,79.0,0,16,0.7095117568969727,79.0,0.2541072368621826,79.0,OPTIMAL,79.0,0.7151017189025879,1.0
F_loose_asymmetric_n8_L5W5_s0,layered,loose,asymmetric,8,25,73,5,5,,True,0.1235232353210449,1.0000000000000002,96.0,OPTIMAL,0.0,87.0,0,24,1.3263781070709229,87.0,0.25636887550354,87.0,OPTIMAL,87.0,1.8481121063232422,1.0
F_loose_asymmetric_n8_L5W8_s0,layered,loose,asymmetric,8,40,188,5,8,,True,0.3789312839508056,1.0000000000000002,90.0,OPTIMAL,0.0,72.9999999999996,5,64,5.106389760971069,73.0,0.7172644138336182,73.0,OPTIMAL,73.0,6.417542457580566,1.0
F_loose_asymmetric_n8_L8W10_s0,layered,loose,asymmetric,8,80,551,8,10,,True,0.8188021183013916,1.0000000000000002,76.0,TIME_LIMIT,0.119272715285026,66.93527363833802,9,64,600.3435876369476,76.0,1.6673495769500732,76.0,OPTIMAL,70.0,269.76284289360046,1.0857142857142856
F_loose_asymmetric_n8_L8W3_s0,layered,loose,asymmetric,8,24,50,8,3,,True,0.1506295204162597,1.0000000000000002,69.0,OPTIMAL,0.0,69.0,0,16,1.2884836196899414,69.0,0.3605420589447021,69.0,OPTIMAL,69.0,1.5218758583068848,1.0
F_loose_asymmetric_n8_L8W5_s0,layered,loose,asymmetric,8,40,127,8,5,,True,0.2690601348876953,1.0,115.0,OPTIMAL,0.0,98.0,0,24,3.6426968574523926,98.0,0.5187771320343018,98.0,OPTIMAL,98.0,6.3397486209869385,1.0
F_loose_asymmetric_n8_L8W8_s0,layered,loose,asymmetric,8,64,339,8,8,,True,0.5748896598815918,1.0000000000000002,75.0,OPTIMAL,0.0,70.99999999999997,0,24,8.630324363708496,71.00000000000001,1.0213117599487305,71.0,OPTIMAL,71.0,13.075212240219116,1.0
